keyword,document_frequency,idf
quantum,17,9.0304
quarantine,1,11.2273
quarenghi,1,11.2273
quark,3,10.5342
quarks,3,10.5342
quarry,2,10.8218
quarter,19,8.925
quarterback,45,8.0926
quarterbacked,45,8.0926
quarterbacks,45,8.0926
quartered,19,8.925
quarterflash,4,10.3111
quartermaine,1,11.2273
quarters,19,8.925
quartet,22,8.7853
quartorze,1,11.2273
quarts,2,10.8218
quartz,2,10.8218
quasar,2,10.8218
quasars,2,10.8218
quasi,2,10.8218
quaternary,2,10.8218
quaternion,2,10.8218
quaternions,2,10.8218
quatre,1,11.2273
quatrefoil,1,11.2273
quatro,1,11.2273
quay,2,10.8218
qubit,1,11.2273
que,2,10.8218
quebec,6,9.9746
quechua,4,10.3111
queem,1,11.2273
queen,245,6.4195
queens,245,6.4195
queensland,5,10.1288
queensryche,1,11.2273
queenstown,3,10.5342
queequeg,2,10.8218
queer,1,11.2273
quell,1,11.2273
quentin,24,8.702
querulous,1,11.2273
quesadillas,1,11.2273
queso,1,11.2273
quest,40,8.2076
questel,3,10.5342
questionable,18,8.9763
questioned,18,8.9763
questioning,18,8.9763
questions,18,8.9763
questo,1,11.2273
quests,40,8.2076
quetelet,1,11.2273
quetzal,3,10.5342
quezon,6,9.9746
qui,3,10.5342
quibbler,1,11.2273
quiche,1,11.2273
quick,14,9.2126
quicker,2,10.8218
quickly,11,9.4357
quicksand,2,10.8218
quickstep,1,11.2273
quidditch,5,10.1288
quiddity,1,11.2273
quidquid,1,11.2273
quien,1,11.2273
quiero,1,11.2273
quiet,18,8.9763
quiff,1,11.2273
quill,3,10.5342
quills,3,10.5342
quilt,2,10.8218
quilted,2,10.8218
quince,1,11.2273
quincy,12,9.3557
quinine,2,10.8218
quinn,15,9.1481
quinns,15,9.1481
quint,4,10.3111
quintard,1,11.2273
quintessential,2,10.8218
quintets,1,11.2273
quintilis,1,11.2273
quintillis,1,11.2273
quinton,2,10.8218
quints,4,10.3111
quintuplet,1,11.2273
quinunc,1,11.2273
quip,1,11.2273
quippler,1,11.2273
quirinal,1,11.2273
quirino,1,11.2273
quirk,1,11.2273
quirrell,2,10.8218
quirrels,2,10.8218
quirt,1,11.2273
quisimodo,1,11.2273
quisling,3,10.5342
quistis,1,11.2273
quit,41,8.1835
quitarist,1,11.2273
quite,41,8.1835
quited,41,8.1835
quitman,1,11.2273
quito,2,10.8218
quiver,1,11.2273
quixote,5,10.1288
quiz,7,9.8411
quizling,1,11.2273
quizzes,1,11.2273
qumran,2,10.8218
quo,2,10.8218
quod,1,11.2273
quodlibertarian,1,11.2273
quohog,1,11.2273
quoll,1,11.2273
quorum,1,11.2273
quotation,5,10.1288
quote,237,6.4524
quoted,237,6.4524
quotes,237,6.4524
quotient,2,10.8218
quraish,1,11.2273
quran,2,10.8218
qvc,1,11.2273
qw,1,11.2273
qw1,1,11.2273
qwerty,1,11.2273
qwertyu,1,11.2273
qwilleran,1,11.2273
qx,1,11.2273
qx4,1,11.2273
qy,2,10.8218
r,64,7.7472
r2,5,10.1288
r21,1,11.2273
r2d2,1,11.2273
ra,8,9.7233
ra215,1,11.2273
ra3,1,11.2273
raab,3,10.5342
raabe,3,10.5342
raam,1,11.2273
rabat,3,10.5342
rabaul,1,11.2273
rabb,1,11.2273
rabbi,14,9.2126
rabbit,60,7.8106
rabbits,60,7.8106
rabbitt,1,11.2273
rabey,1,11.2273
rabid,2,10.8218
rabies,6,9.9746
rabinnacal,1,11.2273
rabinowski,1,11.2273
rables,1,11.2273
raccoon,21,8.8298
raccoons,21,8.8298
race,113,7.1863
racecar,2,10.8218
racehorse,1,11.2273
racer,6,9.9746
races,113,7.1863
racetrack,1,11.2273
raceway,2,10.8218
rachael,9,9.618
rachaels,9,9.618
rache,1,11.2273
rachel,60,7.8106
rachels,60,7.8106
rachmaninoff,2,10.8218
racial,6,9.9746
racially,6,9.9746
racing,113,7.1863
racist,3,10.5342
rack,6,9.9746
racket,1,11.2273
racks,6,9.9746
raclette,1,11.2273
racquet,1,11.2273
racquetball,11,9.4357
radar,12,9.3557
radarange,1,11.2273
radars,12,9.3557
radcliff,11,9.4357
radcliffe,11,9.4357
radhanath,1,11.2273
radia,1,11.2273
radial,19,8.925
radians,1,11.2273
radiant,19,8.925
radiate,19,8.925
radiation,19,8.925
radiator,19,8.925
radical,6,9.9746
radicals,6,9.9746
radio,96,7.3474
radioactive,4,10.3111
radioactivity,4,10.3111
radiohead,18,8.9763
radioheads,18,8.9763
radionuclide,1,11.2273
radiophobia,1,11.2273
radios,96,7.3474
radish,2,10.8218
radishes,2,10.8218
radium,1,11.2273
radius,1,11.2273
rado,1,11.2273
radon,2,10.8218
radula,1,11.2273
radzyn,1,11.2273
rae,8,9.7233
raf,1,11.2273
rafael,1,11.2273
raffaele,1,11.2273
rafferty,3,10.5342
raffles,1,11.2273
rafflesia,2,10.8218
raft,3,10.5342
rafter,2,10.8218
rafting,3,10.5342
rag,27,8.5887
ragano,1,11.2273
rage,27,8.5887
raged,27,8.5887
ragged,27,8.5887
raggiana,1,11.2273
raging,27,8.5887
ragnar,2,10.8218
ragnarok,3,10.5342
ragnarsson,1,11.2273
rags,27,8.5887
ragtime,3,10.5342
ragusa,1,11.2273
raharisoa,1,11.2273
rahel,1,11.2273
rahl,1,11.2273
rahm,1,11.2273
rahman,2,10.8218
rai,128,7.0629
raid,11,9.4357
raided,11,9.4357
raider,18,8.9763
raiders,18,8.9763
raids,11,9.4357
raikonnen,1,11.2273
raikou,1,11.2273
rail,2,10.8218
railroad,15,9.1481
railway,8,9.7233
railways,8,9.7233
raiment,1,11.2273
raimi,3,10.5342
raimy,3,10.5342
rain,74,7.6043
rainbow,10,9.5227
rainbows,10,9.5227
raincoats,1,11.2273
raindrop,3,10.5342
raindrops,3,10.5342
raine,74,7.6043
raines,74,7.6043
rainey,1,11.2273
rainfall,4,10.3111
rainforest,2,10.8218
rainforests,2,10.8218
rainier,8,9.7233
raining,74,7.6043
rainmaker,3,10.5342
rainman,1,11.2273
rainn,3,10.5342
rains,74,7.6043
rainstorms,1,11.2273
rainwater,2,10.8218
rainy,8,9.7233
raise,85,7.4676
raised,85,7.4676
raisers,1,11.2273
raises,85,7.4676
raisin,2,10.8218
raising,85,7.4676
raisins,2,10.8218
raison,1,11.2273
raj,3,10.5342
raja,2,10.8218
rajah,2,10.8218
rajasthan,1,11.2273
rakastan,1,11.2273
raked,1,11.2273
rakia,1,11.2273
raksha,1,11.2273
raleigh,1,11.2273
rallies,5,10.1288
rally,5,10.1288
ralph,33,8.3947
ralphie,7,9.8411
ralphies,7,9.8411
ralphpass,1,11.2273
ralphs,33,8.3947
ram,22,8.7853
rama,3,10.5342
ramallah,1,11.2273
ramandus,1,11.2273
ramayana,1,11.2273
ramble,2,10.8218
ramblin,2,10.8218
ramblings,2,10.8218
rambo,10,9.5227
ramen,2,10.8218
ramesses,1,11.2273
ramirez,2,10.8218
ramis,2,10.8218
ramistella,1,11.2273
ramius,3,10.5342
rammstein,1,11.2273
ramnefjellsfossen,1,11.2273
ramon,7,9.8411
ramones,7,9.8411
ramos,1,11.2273
ramp,1,11.2273
rampage,2,10.8218
ramphotyphlops,1,11.2273
rams,22,8.7853
ramsays,1,11.2273
ramses,4,10.3111
ramsey,1,11.2273
ran,79,7.5398
rana,1,11.2273
ranch,9,9.618
rancher,2,10.8218
ranchers,2,10.8218
ranches,9,9.618
ranching,9,9.618
rancho,1,11.2273
rancid,2,10.8218
rand,4,10.3111
randal,16,9.0875
randall,16,9.0875
randazzo,2,10.8218
randle,1,11.2273
randolph,7,9.8411
randolphs,7,9.8411
random,9,9.618
randomly,4,10.3111
randone,1,11.2273
rands,4,10.3111
randy,26,8.6251
randys,26,8.6251
rang,45,8.0926
rangaswamy,1,11.2273
range,45,8.0926
ranger,45,8.0926
rangers,45,8.0926
ranging,45,8.0926
rangipo,1,11.2273
rango,1,11.2273
rani,2,10.8218
ranier,2,10.8218
rank,99,7.317
ranked,99,7.317
rankin,2,10.8218
ranking,99,7.317
rankings,99,7.317
ranks,99,7.317
ransik,1,11.2273
ransom,2,10.8218
ransomed,2,10.8218
rao,1,11.2273
raoi,1,11.2273
raoul,5,10.1288
rap,46,8.0711
rapcore,1,11.2273
rape,46,8.0711
raped,46,8.0711
rapee,1,11.2273
raphael,6,9.9746
raphall,1,11.2273
rapid,13,9.2816
rapidly,2,10.8218
rapids,13,9.2816
rapist,2,10.8218
rapists,2,10.8218
rapp,1,11.2273
rappaccinis,1,11.2273
rappaport,1,11.2273
rapped,46,8.0711
rapper,82,7.5031
rappers,82,7.5031
rapping,46,8.0711
raptor,9,9.618
raptors,9,9.618
rapunzel,2,10.8218
raqs,1,11.2273
raquel,10,9.5227
rare,26,8.6251
rarely,26,8.6251
rarest,3,10.5342
raritan,1,11.2273
rarities,2,10.8218
rarity,2,10.8218
ras,8,9.7233
rascal,3,10.5342
rascals,3,10.5342
rasengan,2,10.8218
raseteurs,1,11.2273
rash,1,11.2273
rashad,1,11.2273
rashard,1,11.2273
rashidas,1,11.2273
rask,1,11.2273
raskolnikov,1,11.2273
rasnajivarak,1,11.2273
raspberries,49,8.0093
raspberry,49,8.0093
rasputias,3,10.5342
rasputin,11,9.4357
rast,1,11.2273
rasta,1,11.2273
rastafarian,2,10.8218
rastafarianism,2,10.8218
rastaquouere,1,11.2273
rastrelli,1,11.2273
rat,88,7.4334
ratched,4,10.3111
ratchett,1,11.2273
ratchisma,1,11.2273
rate,88,7.4334
rated,88,7.4334
ratennice,2,10.8218
rates,88,7.4334
rathbone,2,10.8218
rather,22,8.7853
raticate,1,11.2273
ratification,1,11.2273
ratified,11,9.4357
ratify,11,9.4357
rating,88,7.4334
ratings,88,7.4334
ratio,6,9.9746
rational,1,11.2273
rationale,1,11.2273
rationalist,2,10.8218
rats,88,7.4334
ratt,7,9.8411
rattata,1,11.2273
rattle,1,11.2273
rattlesnake,2,10.8218
rattlesnakes,2,10.8218
raubel,1,11.2273
raul,3,10.5342
rausu,1,11.2273
raux,1,11.2273
ravan,1,11.2273
rave,1,11.2273
ravels,1,11.2273
raven,32,8.4245
ravenclaw,8,9.7233
ravenclaws,8,9.7233
ravenna,2,10.8218
ravenous,32,8.4245
ravens,32,8.4245
ravenstail,1,11.2273
ravioli,1,11.2273
raw,15,9.1481
rawhide,4,10.3111
rawlinson,1,11.2273
ray,128,7.0629
rayburn,2,10.8218
raye,9,9.618
rayed,128,7.0629
rayes,9,9.618
rayford,7,9.8411
raygun,1,11.2273
rayman,1,11.2273
raymond,16,9.0875
raymonde,16,9.0875
raymonds,16,9.0875
raynor,2,10.8218
raypickard,1,11.2273
rays,128,7.0629
razie,1,11.2273
razkolnikov,1,11.2273
razor,5,10.1288
razorback,2,10.8218
razorbacks,2,10.8218
razors,5,10.1288
razzie,39,8.2322
razzies,39,8.2322
razzle,1,11.2273
razzmatazz,1,11.2273
rb,60,7.8106
rb2,1,11.2273
rbis,1,11.2273
rbol,1,11.2273
rc,1,11.2273
rca,2,10.8218
rcoles,1,11.2273
rcw,1,11.2273
rden,2,10.8218
rdoba,1,11.2273
re,33,8.3947
rea,1,11.2273
reach,119,7.1351
reached,119,7.1351
reaches,119,7.1351
reaching,119,7.1351
react,1,11.2273
reaction,19,8.925
reactions,19,8.925
reactor,4,10.3111
read,75,7.591
readable,1,11.2273
reader,13,9.2816
readers,13,9.2816
readily,2,10.8218
reading,75,7.591
reads,75,7.591
ready,16,9.0875
reagan,30,8.487
reagans,30,8.487
real,326,6.1363
realise,3,10.5342
realism,326,6.1363
realist,7,9.8411
realistic,7,9.8411
realistically,7,9.8411
reality,326,6.1363
realize,326,6.1363
realized,326,6.1363
realm,7,9.8411
realms,7,9.8411
reanimation,14,9.2126
reap,1,11.2273
reaper,9,9.618
rear,2,10.8218
reard,1,11.2273
reason,90,7.4112
reasonable,90,7.4112
reasonably,90,7.4112
reasoner,90,7.4112
reasoning,90,7.4112
reasons,90,7.4112
reassures,1,11.2273
reawakening,1,11.2273
reb,1,11.2273
reba,2,10.8218
rebab,1,11.2273
rebagliati,1,11.2273
rebate,1,11.2273
rebbie,1,11.2273
rebecca,24,8.702
rebekah,4,10.3111
rebekkah,1,11.2273
rebel,17,9.0304
rebellion,9,9.618
rebellious,3,10.5342
rebels,17,9.0304
rebirth,2,10.8218
rebirths,2,10.8218
rebo,1,11.2273
rebuffs,1,11.2273
rebuild,2,10.8218
rebuilding,2,10.8218
rebuilt,1,11.2273
rebuked,1,11.2273
rec,97,7.3372
recall,4,10.3111
recalled,4,10.3111
recaptured,1,11.2273
recast,1,11.2273
reccurring,1,11.2273
recede,1,11.2273
receive,97,7.3372
received,166,6.8054
receiver,166,6.8054
receives,97,7.3372
receiving,166,6.8054
recent,9,9.618
recently,9,9.618
receptacle,1,11.2273
reception,8,9.7233
receptionist,1,11.2273
receptions,8,9.7233
recess,2,10.8218
recharge,1,11.2273
recherche,1,11.2273
recieved,1,11.2273
recipe,15,9.1481
recipes,15,9.1481
recipient,6,9.9746
reciprocal,2,10.8218
recite,5,10.1288
reciting,5,10.1288
reckless,1,11.2273
reckon,3,10.5342
reckoned,3,10.5342
reclaimed,1,11.2273
reclassification,1,11.2273
reclassified,1,11.2273
reclining,1,11.2273
recluse,6,9.9746
reclusive,6,9.9746
reclusiveness,6,9.9746
recoded,1,11.2273
recognised,4,10.3111
recognition,4,10.3111
recognizable,5,10.1288
recognize,50,7.9895
recognized,50,7.9895
recognizes,50,7.9895
recoilless,1,11.2273
recommend,19,8.925
recommended,19,8.925
recommends,19,8.925
recon,1,11.2273
reconcile,3,10.5342
reconciled,3,10.5342
reconnaissance,2,10.8218
reconquista,1,11.2273
reconstructing,5,10.1288
reconstruction,5,10.1288
reconstructive,5,10.1288
record,640,5.4689
recorded,640,5.4689
recording,640,5.4689
recordings,640,5.4689
records,640,5.4689
recounts,2,10.8218
recover,9,9.618
recovered,9,9.618
recovering,9,9.618
recovery,2,10.8218
recreated,3,10.5342
recreation,3,10.5342
recruit,13,9.2816
recruited,13,9.2816
recruiter,13,9.2816
recruiting,13,9.2816
recruits,13,9.2816
rectangle,4,10.3111
rectangles,4,10.3111
rectangular,8,9.7233
rector,2,10.8218
recurrent,2,10.8218
recurring,23,8.7428
recycle,10,9.5227
recycled,10,9.5227
recycler,10,9.5227
recycling,10,9.5227
red,457,5.8018
redcurrant,1,11.2273
redd,8,9.7233
reddick,2,10.8218
redding,457,5.8018
reddish,5,10.1288
redeemable,6,9.9746
redeemed,6,9.9746
redeemer,6,9.9746
redemption,14,9.2126
redeye,1,11.2273
redfield,1,11.2273
redford,6,9.9746
redfox,1,11.2273
redgrave,3,10.5342
redhead,11,9.4357
redheadded,11,9.4357
redheaded,11,9.4357
redheads,11,9.4357
redirected,1,11.2273
rediscovered,1,11.2273
redline,8,9.7233
redmen,1,11.2273
redmond,1,11.2273
redneck,3,10.5342
redness,457,5.8018
rednex,1,11.2273
redonda,1,11.2273
redroofs,1,11.2273
reds,457,5.8018
redskins,3,10.5342
redtail,1,11.2273
reduce,22,8.7853
reduced,22,8.7853
reduces,22,8.7853
reducing,22,8.7853
reduction,1,11.2273
redux,1,11.2273
redwall,1,11.2273
redwood,2,10.8218
reed,18,8.9763
reede,18,8.9763
reedings,18,8.9763
reeds,18,8.9763
reef,14,9.2126
reefer,1,11.2273
reefs,14,9.2126
reelected,5,10.1288
reelection,5,10.1288
reelin,3,10.5342
reepicheep,1,11.2273
reese,19,8.925
reeses,19,8.925
reeve,35,8.3375
reeves,35,8.3375
reevess,1,11.2273
refer,533,5.6496
referee,6,9.9746
referees,6,9.9746
reference,533,5.6496
referenced,6,9.9746
references,533,5.6496
referenda,1,11.2273
referendum,2,10.8218
referendums,2,10.8218
referred,533,5.6496
referring,533,5.6496
refers,533,5.6496
refined,3,10.5342
refineries,2,10.8218
refinery,2,10.8218
refining,3,10.5342
reflect,12,9.3557
reflected,12,9.3557
reflecting,12,9.3557
reflections,12,9.3557
reflective,12,9.3557
reflectivity,12,9.3557
reflex,4,10.3111
reflexive,4,10.3111
reform,7,9.8411
reformation,7,9.8411
reformed,7,9.8411
reformer,7,9.8411
reforms,7,9.8411
refracting,2,10.8218
refraction,2,10.8218
refrain,6,9.9746
refraining,6,9.9746
refreshed,5,10.1288
refreshing,5,10.1288
refrigerated,7,9.8411
refrigeration,7,9.8411
refrigerator,7,9.8411
refuge,2,10.8218
refugee,2,10.8218
refuse,31,8.4552
refused,31,8.4552
refuses,31,8.4552
refusing,31,8.4552
reg,3,10.5342
regain,1,11.2273
regal,1,11.2273
regan,1,11.2273
regard,128,7.0629
regarded,128,7.0629
regarding,128,7.0629
regardless,2,10.8218
regards,128,7.0629
regency,1,11.2273
regenerate,2,10.8218
regenerated,2,10.8218
regensburg,1,11.2273
regent,2,10.8218
regents,2,10.8218
reggae,10,9.5227
reggelt,1,11.2273
reggiano,1,11.2273
reggie,13,9.2816
regicide,1,11.2273
regime,6,9.9746
regiment,7,9.8411
regimes,6,9.9746
regina,5,10.1288
reginald,8,9.7233
regine,2,10.8218
regio,1,11.2273
regiomontanus,1,11.2273
region,67,7.7021
regional,67,7.7021
regions,67,7.7021
regis,7,9.8411
register,9,9.618
registered,9,9.618
registration,2,10.8218
regnal,1,11.2273
regression,2,10.8218
regret,3,10.5342
regrets,3,10.5342
regs,3,10.5342
regular,52,7.9511
regularly,14,9.2126
regulate,16,9.0875
regulated,16,9.0875
regulates,16,9.0875
regulating,16,9.0875
regulation,16,9.0875
regulations,16,9.0875
regulator,16,9.0875
regulatory,1,11.2273
regulus,2,10.8218
regurgitate,1,11.2273
rehab,4,10.3111
rehabilitation,1,11.2273
rehearsed,3,10.5342
rehearsing,3,10.5342
rehoboam,1,11.2273
reich,5,10.1288
reichenau,1,11.2273
reichs,5,10.1288
reichsf,1,11.2273
reichstag,1,11.2273
reid,7,9.8411
reign,38,8.2575
reignbeau,1,11.2273
reigned,38,8.2575
reigning,38,8.2575
reigns,38,8.2575
reilly,1,11.2273
reims,1,11.2273
reina,1,11.2273
reincarnation,2,10.8218
reindeer,34,8.3657
reindeers,34,8.3657
reiner,7,9.8411
reiners,7,9.8411
reingest,1,11.2273
reinhardt,1,11.2273
reinhart,1,11.2273
reinhold,1,11.2273
reinventing,1,11.2273
reise,1,11.2273
reiser,2,10.8218
reisman,1,11.2273
reitmans,1,11.2273
reject,17,9.0304
rejected,17,9.0304
rejects,17,9.0304
rejoice,1,11.2273
rekjavak,1,11.2273
rekjavik,1,11.2273
relate,167,6.7995
related,167,6.7995
relates,167,6.7995
relating,167,6.7995
relation,167,6.7995
relations,167,6.7995
relationship,50,7.9895
relationships,50,7.9895
relative,53,7.9324
relatively,53,7.9324
relatives,53,7.9324
relativity,53,7.9324
relax,7,9.8411
relaxation,7,9.8411
relaxes,7,9.8411
relaxing,7,9.8411
relay,5,10.1288
relayed,5,10.1288
relaying,5,10.1288
release,571,5.5816
released,571,5.5816
releasing,571,5.5816
relegated,1,11.2273
relentless,1,11.2273
reliable,9,9.618
relics,1,11.2273
relied,9,9.618
relief,7,9.8411
relies,9,9.618
relieve,10,9.5227
reliever,10,9.5227
relieves,10,9.5227
religion,75,7.591
religions,75,7.591
religious,53,7.9324
relish,1,11.2273
relixiv,1,11.2273
reloaded,3,10.5342
relocation,3,10.5342
reluctant,5,10.1288
rely,9,9.618
relying,9,9.618
rem,2,10.8218
remade,9,9.618
remagen,1,11.2273
remain,44,8.1146
remainder,1,11.2273
remained,44,8.1146
remaining,44,8.1146
remains,44,8.1146
remake,44,8.1146
remakes,44,8.1146
remark,33,8.3947
remarkable,33,8.3947
remarkably,33,8.3947
remarked,33,8.3947
remarks,33,8.3947
remarque,2,10.8218
remarried,3,10.5342
remastered,1,11.2273
rembrandt,13,9.2816
rembrandts,13,9.2816
remedies,7,9.8411
remedy,7,9.8411
remek,1,11.2273
remember,54,7.9141
remembered,54,7.9141
remembers,54,7.9141
remembrance,4,10.3111
reminded,4,10.3111
reminders,4,10.3111
reminds,4,10.3111
remini,2,10.8218
reminisced,1,11.2273
remix,8,9.7233
remnants,2,10.8218
remo,1,11.2273
remodeled,1,11.2273
remote,4,10.3111
removal,40,8.2076
remove,40,8.2076
removed,40,8.2076
removes,40,8.2076
removing,40,8.2076
remsen,1,11.2273
remus,7,9.8411
ren,31,8.4552
renaissance,23,8.7428
renaldi,1,11.2273
rename,15,9.1481
renamed,15,9.1481
renames,15,9.1481
renards,1,11.2273
renault,3,10.5342
renaults,3,10.5342
rend,1,11.2273
rendang,1,11.2273
rendering,1,11.2273
rendezvous,1,11.2273
rendition,3,10.5342
renditions,3,10.5342
rene,31,8.4552
renee,6,9.9746
renegade,1,11.2273
renewable,4,10.3111
renewed,4,10.3111
renminbi,1,11.2273
renney,1,11.2273
renny,1,11.2273
reno,7,9.8411
renounce,1,11.2273
renovate,2,10.8218
renovations,2,10.8218
renowned,11,9.4357
rent,15,9.1481
rental,1,11.2273
reopening,1,11.2273
repairable,3,10.5342
repairing,3,10.5342
repairs,3,10.5342
repayment,1,11.2273
repeal,9,9.618
repealed,9,9.618
repeat,4,10.3111
repeated,9,9.618
repeatedly,3,10.5342
repeating,9,9.618
repel,3,10.5342
repelled,3,10.5342
repellent,3,10.5342
reperesentative,1,11.2273
repertory,1,11.2273
repetition,1,11.2273
replace,46,8.0711
replaced,46,8.0711
replacement,46,8.0711
replacements,46,8.0711
replacing,46,8.0711
replay,2,10.8218
replica,5,10.1288
replicate,3,10.5342
replicating,3,10.5342
replication,3,10.5342
replicator,3,10.5342
replied,9,9.618
replikon,1,11.2273
reply,9,9.618
report,75,7.591
reported,75,7.591
reportedly,18,8.9763
reporter,75,7.591
reporters,75,7.591
reporting,75,7.591
reports,75,7.591
represent,107,7.2402
representation,5,10.1288
representations,5,10.1288
representative,107,7.2402
representatives,107,7.2402
represented,107,7.2402
representing,107,7.2402
represents,107,7.2402
repressive,2,10.8218
reprise,3,10.5342
reprising,3,10.5342
reproduce,10,9.5227
reproducing,10,9.5227
reproduction,13,9.2816
reproductive,13,9.2816
reptar,1,11.2273
reptile,32,8.4245
reptiles,32,8.4245
repton,1,11.2273
republic,185,6.698
republican,20,8.8763
republicanism,20,8.8763
republicans,20,8.8763
republics,185,6.698
repulsed,3,10.5342
repulsive,3,10.5342
reputable,14,9.2126
reputation,14,9.2126
reputations,14,9.2126
repute,14,9.2126
request,12,9.3557
requested,12,9.3557
requests,12,9.3557
requiem,2,10.8218
require,46,8.0711
required,46,8.0711
requirement,46,8.0711
requirements,46,8.0711
requires,46,8.0711
requiring,46,8.0711
rer,1,11.2273
reredos,1,11.2273
rerevaka,1,11.2273
rerun,5,10.1288
reruns,5,10.1288
resa,1,11.2273
rescinded,1,11.2273
rescue,45,8.0926
rescued,45,8.0926
rescues,45,8.0926
rescuing,45,8.0926
research,28,8.5536
researched,28,8.5536
researcher,28,8.5536
researchers,28,8.5536
researches,28,8.5536
researching,28,8.5536
resemblance,28,8.5536
resemble,28,8.5536
resembled,28,8.5536
resembles,28,8.5536
resent,2,10.8218
resented,2,10.8218
reservation,19,8.925
reserve,19,8.925
reserved,19,8.925
reservoir,8,9.7233
reservoirs,8,9.7233
resetarits,1,11.2273
reshaped,1,11.2273
reside,57,7.861
resided,57,7.861
residence,57,7.861
resident,57,7.861
residential,1,11.2273
residents,57,7.861
resides,57,7.861
residing,57,7.861
resign,8,9.7233
resignation,8,9.7233
resigned,8,9.7233
resilient,2,10.8218
resin,2,10.8218
resist,12,9.3557
resistance,12,9.3557
resisting,12,9.3557
resnais,1,11.2273
resolution,5,10.1288
resolve,2,10.8218
resolved,2,10.8218
resonance,4,10.3111
resort,18,8.9763
resorts,18,8.9763
resource,6,9.9746
resources,6,9.9746
respect,26,8.6251
respectable,26,8.6251
respected,26,8.6251
respecting,26,8.6251
respective,26,8.6251
respectively,26,8.6251
respiration,2,10.8218
respiratory,3,10.5342
responder,1,11.2273
response,87,7.4447
responsibilities,87,7.4447
responsibility,87,7.4447
responsible,87,7.4447
rest,30,8.487
restaurant,51,7.9701
restaurants,51,7.9701
resting,30,8.487
restless,11,9.4357
restoration,5,10.1288
restore,5,10.1288
restored,5,10.1288
restrained,1,11.2273
restricted,5,10.1288
restriction,5,10.1288
restrictions,5,10.1288
restricts,5,10.1288
restroom,1,11.2273
result,80,7.5274
resultant,80,7.5274
resulted,80,7.5274
resulting,80,7.5274
results,80,7.5274
resumed,1,11.2273
resurface,2,10.8218
resurfaced,2,10.8218
resurrected,11,9.4357
resurrection,11,9.4357
resyt,1,11.2273
retail,5,10.1288
retailed,5,10.1288
retailer,5,10.1288
retain,7,9.8411
retained,7,9.8411
retaining,7,9.8411
retaliate,2,10.8218
retaliation,2,10.8218
retentive,1,11.2273
reticent,1,11.2273
retified,1,11.2273
retina,2,10.8218
retinue,1,11.2273
retire,60,7.8106
retired,60,7.8106
retirement,60,7.8106
retires,60,7.8106
retiring,60,7.8106
retitled,1,11.2273
retractable,3,10.5342
retraction,3,10.5342
retreat,1,11.2273
retribution,1,11.2273
retrieve,10,9.5227
retrieved,10,9.5227
retriever,10,9.5227
retrievers,10,9.5227
retrieves,10,9.5227
retroviruses,1,11.2273
